bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:00:39,06:00:39,,,,3,06:06:33,06:06:40,,,,5,06:14:26,06:14:26,6,06:15:28,06:15:28,7,06:20:25,06:20:25,8,06:22:04,06:22:09,9,06:24:17,06:24:17
31,8,1,07:55:40,08:11:10,2,08:15:08,08:15:08,3,08:16:42,08:16:42,,,,5,08:25:54,08:25:54,6,08:26:56,08:26:56,7,08:34:45,08:34:45,8,08:36:57,08:37:10,9,08:39:17,08:39:41
31,8,1,10:11:11,10:11:11,2,10:17:13,10:17:13,3,10:18:41,10:18:41,,,,5,10:28:15,10:28:15,6,10:29:16,10:29:16,7,10:37:34,10:37:34,8,10:41:22,10:41:40,9,10:43:54,10:43:54
31,8,1,12:10:12,12:10:12,2,12:16:57,12:16:57,3,12:18:48,12:18:48,,,,,,,6,12:30:19,12:30:19,7,12:43:45,12:44:12,8,12:50:02,12:50:10,9,12:52:23,12:52:23
31,8,1,13:56:42,14:11:42,2,14:19:44,14:19:44,3,14:21:24,14:21:24,,,,5,14:30:09,14:30:09,6,14:31:49,14:32:45,7,14:46:09,14:46:11,,,,,,
31,8,1,16:13:43,16:13:43,2,16:20:09,16:20:09,3,16:21:34,16:21:42,,,,,,,6,16:34:24,16:34:24,7,16:49:26,16:49:26,8,16:54:20,16:54:20,9,16:57:13,16:57:13
31,8,1,18:10:13,18:21:44,2,18:27:51,18:27:52,3,18:29:30,18:29:30,,,,,,,6,18:39:59,18:40:10,7,18:51:50,18:52:12,,,,,,
31,8,1,20:09:44,20:09:44,2,20:16:08,20:16:08,3,20:17:44,20:17:44,,,,5,20:26:01,20:26:01,6,20:27:12,20:27:12,7,20:41:40,20:41:45,8,20:49:15,20:49:15,9,20:52:14,20:52:14
31,8,1,22:00:15,22:00:15,2,22:05:42,22:05:42,3,22:06:54,22:06:54,,,,5,22:15:04,22:15:04,6,22:16:05,22:16:05,7,22:24:00,22:24:00,8,22:30:23,22:30:23,9,22:32:47,22:32:47
31,8,1,23:31:45,23:31:45,,,,,,,,,,5,23:39:30,23:39:30,6,23:40:26,23:40:26,,,,,,,,,
