bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:01:08,06:01:08,,,,3,06:06:11,06:06:11,,,,5,06:14:45,06:14:45,6,06:15:51,06:15:51,7,06:20:13,06:20:13,8,06:21:58,06:22:10,9,06:24:10,06:24:11
31,8,1,07:24:39,08:10:40,2,08:19:28,08:19:28,3,08:21:05,08:21:11,,,,,,,,,,,,,,,,,,
31,8,,,,2,08:25:29,08:25:29,,,,,,,5,08:33:20,08:33:20,,,,7,08:44:48,08:45:11,8,08:46:58,08:47:09,9,08:50:56,08:51:10
31,8,1,09:40:40,10:10:40,2,10:16:32,10:16:32,3,10:18:54,10:18:54,,,,,,,,,,,,,,,,,,
31,8,,,,2,10:22:42,10:22:42,,,,,,,,,,6,10:31:20,10:31:20,7,10:42:45,10:43:12,8,10:45:51,10:45:51,9,10:47:54,10:48:09
31,8,1,12:10:41,12:10:41,2,12:16:31,12:16:31,3,12:18:24,12:18:24,,,,,,,6,12:30:13,12:30:13,7,12:37:01,12:37:12,,,,9,12:42:03,12:42:03
31,8,1,14:10:42,14:10:42,2,14:16:13,14:16:13,3,14:18:09,14:18:12,,,,5,14:28:12,14:28:12,6,14:29:16,14:29:16,7,14:36:44,14:36:44,8,14:38:58,14:39:09,9,14:41:26,14:41:26
31,8,1,16:10:43,16:10:43,2,16:16:40,16:16:40,3,16:18:22,16:18:22,,,,,,,,,,7,16:36:31,16:36:40,8,16:39:04,16:39:09,9,16:43:16,16:43:16
31,8,1,18:20:44,18:20:44,2,18:28:57,18:28:57,3,18:30:45,18:30:45,,,,,,,6,18:41:20,18:41:40,7,18:59:22,18:59:22,8,19:01:00,19:01:10,9,19:03:55,19:03:55
31,8,1,20:08:44,20:11:44,2,20:19:33,20:19:33,3,20:21:05,20:21:12,,,,,,,6,20:31:23,20:31:40,7,20:42:42,20:42:42,8,20:46:01,20:46:01,9,20:48:40,20:49:10
31,8,1,21:45:45,22:00:45,2,22:07:24,22:07:24,3,22:09:10,22:09:13,,,,5,22:18:30,22:18:30,6,22:19:33,22:19:33,7,22:24:30,22:24:30,8,22:26:50,22:26:50,9,22:32:09,22:32:11
31,8,1,23:34:45,23:34:45,,,,,,,,,,5,23:42:55,23:42:55,6,23:43:58,23:43:58,,,,,,,,,
