bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:05:09,06:05:09,2,06:09:34,06:09:34,3,06:10:36,06:10:41,4,06:17:19,06:17:19,5,06:18:44,06:18:44,6,06:19:47,06:19:47,7,06:25:08,06:25:10,8,06:27:02,06:27:10,9,06:29:23,06:29:48
31,8,1,08:04:14,08:11:10,2,08:16:14,08:16:14,3,08:17:34,08:17:42,4,08:24:32,08:24:56,5,08:26:10,08:26:10,6,08:28:58,08:29:11,7,08:35:09,08:35:11,8,08:37:02,08:37:10,9,08:39:57,08:40:12
31,8,1,10:10:41,10:10:41,2,10:16:56,10:16:59,3,10:18:36,10:18:42,4,10:25:57,10:25:57,5,10:28:52,10:28:52,6,10:30:06,10:30:10,,,,8,10:40:12,10:40:40,9,10:42:44,10:42:44
31,8,1,11:45:41,12:10:42,2,12:18:22,12:18:22,3,12:20:18,12:20:18,4,12:27:41,12:28:15,5,12:29:23,12:29:23,6,12:30:48,12:31:11,7,12:40:34,12:40:39,8,12:43:12,12:43:12,9,12:46:54,12:46:54
31,8,1,13:46:42,14:10:12,2,14:16:58,14:16:59,3,14:18:50,14:18:50,4,14:25:43,14:25:43,,,,6,14:28:09,14:28:09,7,14:38:07,14:38:09,8,14:40:13,14:40:13,9,14:43:13,14:43:13
31,8,1,16:10:43,16:10:43,2,16:16:17,16:16:17,3,16:18:06,16:18:10,4,16:25:30,16:25:30,5,16:27:18,16:27:18,,,,7,16:37:20,16:37:41,8,16:39:44,16:39:44,9,16:42:21,16:42:42
31,8,1,18:20:44,18:20:44,2,18:26:25,18:26:25,3,18:28:05,18:28:10,,,,,,,,,,7,18:46:12,18:46:12,8,18:48:33,18:48:39,9,18:50:45,18:50:45
31,8,1,20:03:14,20:05:15,2,20:09:54,20:09:54,3,20:11:36,20:11:40,4,20:19:22,20:19:22,5,20:20:30,20:20:30,,,,7,20:28:13,20:28:13,8,20:29:35,20:29:35,9,20:31:49,20:31:49
31,8,1,22:02:15,22:02:15,2,22:07:21,22:07:21,3,22:09:31,22:09:31,4,22:16:52,22:16:52,,,,,,,7,22:24:58,22:24:58,8,22:26:14,22:26:14,9,22:28:16,22:28:16
31,8,1,23:40:16,23:40:16,,,,,,,4,23:50:06,23:50:06,,,,,,,,,,,,,,,
