bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:01:09,06:01:09,2,06:07:05,06:07:06,3,06:09:02,06:09:11,4,06:16:11,06:16:40,5,06:17:45,06:17:45,6,06:18:45,06:18:45,7,06:25:12,06:25:12,8,06:26:58,06:26:58,9,06:28:55,06:28:55
31,8,1,07:29:39,08:12:10,2,08:18:10,08:18:10,3,08:19:37,08:19:41,4,08:27:21,08:27:21,5,08:29:02,08:29:02,6,08:30:13,08:30:13,7,08:39:05,08:39:10,8,08:41:15,08:41:40,9,08:45:12,08:45:12
31,8,1,10:08:41,10:12:41,2,10:20:25,10:20:25,3,10:22:18,10:22:18,4,10:30:22,10:30:22,5,10:31:27,10:31:27,6,10:32:32,10:33:10,7,10:41:37,10:41:41,8,10:44:14,10:44:14,9,10:46:23,10:46:23
31,8,1,11:44:41,12:11:42,2,12:18:52,12:18:52,3,12:20:52,12:20:52,4,12:29:31,12:29:40,5,12:31:58,12:31:58,6,12:33:14,12:33:14,7,12:39:49,12:39:49,8,12:42:13,12:42:13,9,12:44:23,12:44:42
31,8,1,14:11:42,14:11:42,2,14:18:41,14:18:41,3,14:21:29,14:21:29,4,14:29:55,14:29:55,5,14:32:03,14:32:03,6,14:33:12,14:33:12,7,14:45:12,14:45:39,,,,9,14:51:30,14:51:30
31,8,1,16:11:43,16:11:43,2,16:19:32,16:19:32,3,16:21:48,16:21:48,4,16:29:45,16:29:45,,,,6,16:31:51,16:31:51,7,16:39:19,16:39:19,8,16:41:40,16:41:40,,,
31,8,1,18:21:14,18:21:14,2,18:28:33,18:28:33,3,18:30:33,18:30:43,4,18:38:16,18:38:16,,,,6,18:41:41,18:41:41,7,18:51:53,18:51:53,8,18:54:01,18:54:09,9,18:58:02,18:58:02
31,8,1,20:09:44,20:09:44,2,20:16:58,20:16:58,3,20:18:42,20:18:45,4,20:26:33,20:26:33,5,20:27:45,20:27:45,6,20:30:18,20:30:18,7,20:38:07,20:38:07,8,20:39:23,20:39:23,9,20:41:48,20:41:48
31,8,1,22:01:47,22:01:47,2,22:07:33,22:07:33,3,22:09:07,22:09:07,4,22:17:05,22:17:05,5,22:18:10,22:18:10,,,,,,,8,22:25:06,22:25:06,9,22:27:07,22:27:07
31,8,1,23:30:46,23:30:46,,,,,,,4,23:37:44,23:37:44,5,23:38:34,23:38:34,6,23:39:32,23:39:32,,,,,,,,,
