bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:03:09,06:03:09,,,,3,06:08:24,06:08:24,,,,,,,6,06:16:58,06:16:58,7,06:21:32,06:21:41,8,06:23:26,06:23:40,9,06:25:49,06:26:10
31,8,1,07:45:39,08:11:40,2,08:18:38,08:18:38,3,08:20:12,08:20:12,,,,,,,6,08:31:30,08:31:39,7,08:40:44,08:40:44,8,08:42:45,08:43:10,9,08:47:34,08:47:40
31,8,1,09:50:11,10:11:41,2,10:16:11,10:16:11,3,10:19:10,10:19:10,,,,,,,,,,7,10:36:44,10:37:12,,,,9,10:41:22,10:41:22
31,8,,,,2,12:19:12,12:19:16,3,12:22:03,12:22:10,,,,,,,6,12:33:59,12:34:10,7,12:41:57,12:42:11,8,12:44:15,12:44:15,9,12:46:42,12:46:42
31,8,1,13:44:43,14:12:13,2,14:19:03,14:19:03,3,14:21:49,14:21:49,,,,,,,6,14:32:59,14:32:59,7,14:39:13,14:39:13,8,14:40:52,14:41:09,9,14:45:04,14:45:11
31,8,1,15:50:13,16:16:44,2,16:22:42,16:22:42,3,16:25:14,16:25:14,,,,,,,6,16:36:44,16:36:44,7,16:44:42,16:44:42,8,16:46:18,16:46:18,,,
31,8,1,18:21:44,18:21:44,2,18:28:23,18:28:23,3,18:31:11,18:31:11,,,,5,18:40:37,18:40:37,6,18:41:41,18:42:10,7,18:52:20,18:52:20,8,18:54:16,18:54:16,9,18:57:25,18:57:25
31,8,1,20:02:45,20:07:45,2,20:14:38,20:14:38,3,20:16:18,20:16:18,,,,5,20:24:39,20:24:39,6,20:25:42,20:25:42,7,20:32:05,20:32:05,8,20:33:38,20:33:40,9,20:36:04,20:36:04
31,8,1,22:00:46,22:00:46,2,22:07:00,22:07:00,3,22:08:56,22:08:56,,,,,,,6,22:22:05,22:22:05,7,22:26:24,22:26:24,8,22:27:48,22:27:48,9,22:30:08,22:30:10
31,8,1,23:32:47,23:32:47,,,,,,,,,,5,23:41:23,23:41:23,6,23:42:18,23:42:18,,,,,,,,,
