bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,05:58:39,06:02:09,2,06:05:45,06:05:45,3,06:06:54,06:06:54,4,06:13:59,06:14:37,5,06:15:57,06:15:57,6,06:16:58,06:17:11,7,06:22:30,06:22:30,8,06:24:19,06:24:19,9,06:26:17,06:26:40
31,8,1,07:33:39,08:13:10,2,08:21:28,08:21:28,3,08:23:13,08:23:13,4,08:33:57,08:33:57,5,08:42:38,08:42:38,6,08:48:56,08:49:42,7,08:59:40,08:59:40,8,09:01:51,09:02:09,9,09:06:30,09:07:21
31,8,1,10:15:10,10:15:10,2,10:20:24,10:20:24,3,10:22:02,10:22:02,4,10:29:20,10:29:20,,,,6,10:32:00,10:32:00,,,,8,10:40:37,10:40:39,9,10:44:09,10:44:09
31,8,1,11:47:11,12:12:41,2,12:20:50,12:20:54,3,12:22:33,12:22:33,4,12:32:00,12:32:00,5,12:34:12,12:34:12,,,,,,,8,12:45:23,12:45:23,,,
31,8,1,14:00:42,14:16:42,2,14:23:14,14:23:14,3,14:24:53,14:24:53,4,14:32:36,14:32:42,5,14:34:42,14:34:42,,,,,,,8,14:43:55,14:43:55,9,14:48:21,14:48:21
31,8,1,16:16:13,16:16:13,2,16:23:01,16:23:01,3,16:25:28,16:25:28,4,16:34:20,16:34:20,5,16:36:44,16:36:44,,,,,,,8,16:46:52,16:47:10,9,16:50:30,16:50:40
31,8,1,17:52:44,18:20:44,2,18:27:42,18:27:42,3,18:29:50,18:29:50,4,18:37:48,18:37:48,,,,,,,,,,8,18:52:31,18:52:40,9,18:55:53,18:56:10
31,8,1,20:08:14,20:08:14,2,20:15:31,20:15:31,3,20:16:57,20:16:57,,,,,,,,,,,,,,,,,,
31,8,1,22:01:45,22:01:45,2,22:07:12,22:07:12,3,22:08:16,22:08:16,4,22:15:04,22:15:04,,,,6,22:17:26,22:17:39,7,22:22:30,22:22:30,8,22:23:46,22:23:46,9,22:25:49,22:25:49
31,8,1,23:29:15,23:29:15,,,,,,,4,23:37:53,23:37:53,5,23:38:48,23:38:48,6,23:39:45,23:39:45,,,,,,,,,
