bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:01:09,06:01:09,2,06:06:34,06:06:34,3,06:07:41,06:07:41,,,,,,,,,,,,,,,,,,
31,8,,,,2,06:10:45,06:10:45,,,,4,06:16:08,06:16:11,,,,6,06:18:57,06:19:12,7,06:24:55,06:24:55,8,06:26:42,06:26:42,9,06:28:51,06:29:11
31,8,1,08:06:40,08:10:40,2,08:18:12,08:18:12,3,08:19:39,08:19:41,4,08:26:58,08:26:58,5,08:31:21,08:31:21,6,08:40:23,08:40:41,,,,,,,,,
31,8,1,10:11:41,10:11:41,2,10:19:04,10:19:04,3,10:20:52,10:20:52,4,10:29:16,10:29:16,5,10:31:28,10:31:28,6,10:32:30,10:32:30,7,10:39:45,10:40:11,8,10:42:10,10:42:11,9,10:44:30,10:45:10
31,8,1,11:58:11,12:11:11,2,12:17:39,12:17:39,3,12:19:29,12:19:29,4,12:26:32,12:26:45,5,12:28:35,12:28:35,6,12:29:58,12:29:58,7,12:36:04,12:36:11,8,12:38:05,12:38:10,9,12:41:15,12:41:15
31,8,1,13:49:42,14:10:42,2,14:16:24,14:16:25,3,14:18:17,14:18:17,,,,,,,6,14:27:27,14:27:27,7,14:33:45,14:33:45,8,14:35:41,14:35:41,9,14:38:56,14:38:56
31,8,1,16:10:13,16:10:13,2,16:17:22,16:17:25,3,16:18:59,16:18:59,4,16:27:44,16:27:44,,,,6,16:30:42,16:30:42,7,16:38:02,16:38:02,8,16:40:02,16:40:02,9,16:47:26,16:48:11
31,8,1,18:20:08,18:20:08,2,18:27:00,18:27:00,3,18:29:15,18:29:15,4,18:36:47,18:37:16,,,,6,18:39:57,18:39:57,7,18:50:14,18:50:14,8,18:52:08,18:52:09,9,18:54:18,18:54:18
31,8,1,20:02:08,20:02:08,2,20:08:02,20:08:02,3,20:09:25,20:09:25,,,,5,20:17:49,20:17:49,,,,7,20:25:30,20:25:30,8,20:27:03,20:27:03,9,20:28:55,20:28:55
31,8,1,21:58:38,21:58:38,2,22:03:03,22:03:03,3,22:04:41,22:04:41,4,22:10:49,22:10:49,5,22:11:40,22:11:40,6,22:12:37,22:12:37,7,22:17:44,22:17:44,8,22:19:33,22:19:33,9,22:21:10,22:21:10
