bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:03:37,06:03:37,2,06:07:46,06:07:47,3,06:08:50,06:08:50,4,06:15:24,06:15:44,5,06:17:06,06:17:06,6,06:18:08,06:18:36,7,06:24:31,06:24:31,8,06:26:10,06:26:10,9,06:28:09,06:28:40
31,8,1,07:39:08,08:11:09,2,08:18:14,08:18:14,3,08:19:45,08:19:45,4,08:27:39,08:27:39,,,,6,08:30:45,08:30:46,7,08:45:16,08:45:16,8,08:48:38,08:48:39,9,08:53:17,08:53:40
31,8,1,10:11:09,10:11:09,2,10:18:39,10:18:39,3,10:20:14,10:20:14,4,10:28:04,10:28:11,,,,6,10:32:18,10:32:18,,,,8,10:41:56,10:42:12,9,10:44:13,10:44:13
31,8,1,12:11:40,12:11:40,2,12:17:39,12:17:39,3,12:18:55,12:18:55,4,12:26:04,12:26:04,,,,,,,,,,,,,9,12:42:53,12:42:53
31,8,1,13:39:11,14:10:11,2,14:17:36,14:17:36,3,14:19:09,14:19:12,4,14:26:41,14:26:41,,,,,,,,,,8,14:38:24,14:38:39,9,14:41:44,14:41:44
31,8,1,15:48:42,16:10:12,2,16:16:09,16:16:09,3,16:17:49,16:17:49,4,16:24:21,16:24:21,,,,,,,,,,8,16:36:21,16:36:21,9,16:38:58,16:39:11
31,8,1,17:57:43,18:20:43,2,18:30:21,18:30:21,3,18:31:45,18:31:45,,,,5,18:40:47,18:40:47,,,,,,,8,18:52:41,18:52:41,9,18:57:17,18:57:17
31,8,1,20:03:14,20:03:14,2,20:10:43,20:10:43,3,20:11:54,20:11:54,4,20:19:07,20:19:07,5,20:20:16,20:20:16,6,20:21:21,20:21:21,7,20:26:35,20:26:35,8,20:27:51,20:27:51,9,20:30:02,20:30:02
31,8,1,21:51:08,22:06:08,2,22:12:53,22:12:53,3,22:14:00,22:14:00,4,22:20:50,22:20:50,5,22:21:54,22:21:54,6,22:23:04,22:23:10,7,22:28:44,22:28:44,8,22:30:03,22:30:03,9,22:31:53,22:31:53
31,8,1,23:33:38,23:33:38,,,,,,,4,23:41:29,23:41:29,5,23:42:19,23:42:19,6,23:43:12,23:43:14,,,,,,,,,
