bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:02:39,06:02:39,2,06:07:00,06:07:00,3,06:08:02,06:08:02,4,06:14:44,06:14:44,,,,6,06:17:32,06:17:39,7,06:23:08,06:23:11,8,06:24:52,06:24:52,9,06:26:49,06:27:10
31,8,1,07:31:39,08:13:10,2,08:19:18,08:19:18,3,08:20:59,08:20:59,4,08:28:41,08:28:41,5,08:30:51,08:30:51,6,08:33:56,08:34:09,7,08:46:49,08:46:49,8,08:48:39,08:49:11,9,08:53:07,08:53:10
31,8,1,09:53:40,10:11:11,2,10:17:59,10:18:04,3,10:19:42,10:19:42,4,10:28:03,10:28:48,,,,6,10:31:06,10:31:10,7,10:40:17,10:40:17,8,10:42:15,10:42:15,9,10:44:28,10:44:41
31,8,1,12:11:41,12:11:41,2,12:18:16,12:18:16,3,12:20:56,12:20:56,4,12:30:16,12:30:16,5,12:32:08,12:32:08,6,12:33:19,12:33:19,7,12:41:29,12:41:42,8,12:43:54,12:44:15,9,12:46:16,12:46:41
31,8,1,13:47:12,14:12:12,2,14:19:09,14:19:09,3,14:22:46,14:22:46,4,14:30:57,14:31:12,,,,6,14:33:49,14:33:49,7,14:43:46,14:43:46,8,14:45:33,14:45:33,9,14:47:52,14:48:10
31,8,1,16:04:13,16:17:13,2,16:25:08,16:25:08,3,16:27:40,16:27:40,4,16:36:21,16:36:21,5,16:38:29,16:38:29,6,16:39:47,16:39:47,7,16:50:53,16:51:13,8,16:54:06,16:54:06,9,16:58:00,16:58:11
31,8,1,18:03:43,18:23:14,2,18:31:16,18:31:16,3,18:33:39,18:33:40,4,18:42:38,18:42:42,,,,6,18:46:34,18:46:45,7,18:58:59,18:58:59,8,19:00:59,19:01:09,9,19:05:04,19:05:11
31,8,1,20:05:14,20:05:14,2,20:13:31,20:13:34,3,20:15:08,20:15:11,4,20:22:10,20:22:10,5,20:23:10,20:23:10,6,20:24:05,20:24:09,,,,,,,,,
31,8,1,22:01:45,22:01:45,2,22:08:50,22:08:50,3,22:09:58,22:09:58,,,,5,22:19:13,22:19:13,6,22:21:42,22:21:42,,,,8,22:27:58,22:28:09,9,22:30:25,22:30:25
31,8,1,23:28:46,23:28:46,,,,,,,,,,5,23:35:55,23:35:55,,,,,,,,,,,,
